Customer_id,City_Id,Zones_id,Calorie Intake,Ration Opt
131084,1,18,4517,1
131085,1,5,12265,0
131086,1,20,10162,1
131087,3,20,6262,0
131088,2,19,3288,0
131089,3,16,10829,0
131090,2,18,10879,0
131091,1,15,12699,0
131092,3,13,11141,1
131093,2,1,8368,0
131094,2,9,9692,0
131095,3,9,11190,0
131096,3,16,3107,1
131097,2,10,12201,1
131098,1,16,11578,1
131099,3,1,5687,0
131100,2,13,12548,1
131101,1,15,11974,1
131102,3,2,9953,1
131103,3,8,8098,0
131104,2,7,10387,0
131105,1,11,11939,0
131106,1,6,14119,1
131107,1,18,10837,1
131108,3,19,12654,1
131109,3,6,3421,1
131110,2,4,6362,1
131111,3,9,8707,1
131112,3,7,12922,1
131113,2,16,5205,1
131114,2,9,3799,0
131115,3,4,12995,0
131116,1,14,14713,0
131117,2,4,3472,1
131118,3,1,12886,0
131119,2,12,9571,1
131120,1,12,2458,1
131121,3,4,14119,0
131122,1,10,8461,0
131123,1,14,13514,0
131124,3,6,4003,1
131125,1,19,13425,1
131126,1,15,9567,1
131127,2,7,9547,0
131128,1,2,7622,1
131129,3,11,4380,1
131130,2,14,4969,0
131131,2,15,5830,1
131132,3,2,4760,1
131133,1,9,12236,1
131134,2,9,9049,0
131135,2,3,9560,0
131136,1,8,9423,1
131137,2,17,4589,0
131138,3,5,2346,0
131139,2,16,6750,1
131140,1,19,4211,0
131141,2,2,7501,1
131142,2,12,2415,0
131143,1,10,8057,1
131144,3,4,14803,0
131145,2,13,3829,1
131146,1,1,13401,0
131147,1,5,11529,0
131148,1,3,4307,0
131149,3,2,5599,0
131150,2,12,9356,1
131151,2,19,2503,0
131152,2,17,14921,1
131153,2,15,2867,1
131154,3,1,4454,0
131155,2,15,3897,1
131156,1,6,6132,1
131157,2,13,12229,1
131158,1,13,3084,0
131159,1,8,2786,1
131160,2,4,3858,1
131161,3,20,6645,1
131162,1,19,11825,1
131163,3,10,6483,0
131164,2,15,5822,0
131165,2,15,10861,0
131166,1,7,3496,1
131167,1,14,14131,0
131168,2,7,5862,0
131169,3,5,14182,1
131170,2,9,12374,1
131171,2,4,13873,0
131172,3,18,10490,0
131173,2,8,2213,1
131174,3,4,4895,0
131175,3,11,3392,0
131176,3,19,12446,0
131177,3,5,5523,0
131178,3,20,4909,1
131179,3,4,14835,0
131180,1,17,12825,1
131181,3,10,4866,1
131182,1,1,12894,0
131183,1,11,14326,1
131184,2,13,3568,1
131185,3,4,12279,1
131186,1,5,13917,0
131187,3,20,7315,1
131188,3,4,11826,0
131189,2,20,9525,1
131190,1,16,14236,0
131191,1,11,7271,0
131192,2,20,5036,1
131193,1,4,11853,0
131194,3,16,8556,1
131195,2,6,8205,1
131196,1,19,6167,0
131197,2,2,6978,0
131198,2,16,7973,0
131199,1,20,13912,1
131200,2,20,8741,1
131201,3,11,8505,1
131202,3,4,14716,1
131203,1,19,5036,1
131204,2,18,7065,1
131205,3,18,10254,1
131206,2,1,11443,1
131207,3,10,2175,1
131208,3,13,13544,0
131209,2,8,13055,0
131210,2,10,13584,1
131211,1,15,12810,0
131212,3,15,2905,1
131213,1,16,5671,1
131214,2,14,10321,0
131215,2,6,14076,1
131216,3,11,11877,1
131217,2,6,9092,0
131218,3,2,14614,0
131219,3,11,3366,1
131220,1,16,14583,1
131221,1,15,4833,0
131222,2,5,6501,1
131223,3,12,5559,1
131224,3,4,11338,1
131225,1,9,5794,0
131226,1,2,3598,1
131227,3,13,14945,0
131228,2,5,13400,1
131229,1,7,12074,0
131230,2,16,6901,0
131231,2,11,4846,0
131232,2,6,12493,0
131233,3,5,5363,0
131234,1,8,9433,0
131235,1,11,11828,0
131236,2,6,5675,0
131237,1,7,5130,1
131238,3,11,12071,0
131239,2,4,12515,0
131240,1,6,6326,0
131241,2,1,2662,1
131242,3,14,5943,0
131243,3,15,9763,0
131244,3,15,2498,1
131245,1,5,7817,0
131246,2,17,5987,1
131247,3,13,14043,1
131248,1,9,7851,1
131249,1,12,8193,1
131250,1,13,11995,0
131251,2,12,3802,0
131252,1,18,3418,1
131253,3,12,12565,1
131254,2,4,14924,1
131255,1,8,2428,0
131256,1,16,9248,1
131257,1,9,13809,0
131258,1,9,9350,0
131259,2,12,11979,0
131260,1,19,10619,1
131261,1,4,5705,1
131262,1,20,11022,1
131263,1,15,10247,0
131264,2,20,7956,1
131265,3,5,2602,1
131266,1,2,4788,1
131267,2,19,10340,1
131268,2,8,4142,0
131269,2,2,12753,1
131270,3,5,5674,1
131271,3,3,9829,0
131272,1,16,8489,1
131273,1,19,14826,0
131274,3,9,14639,0
131275,1,4,12073,0
131276,1,9,14156,0
131277,1,16,3237,1
131278,3,8,11052,0
131279,3,19,14315,0
131280,3,5,14423,1
131281,2,1,3042,0
131282,1,17,4150,0
131283,1,11,14037,1
131284,2,11,9011,1
131285,2,6,9224,1
131286,3,1,8143,1
131287,1,12,10767,0
131288,2,8,8927,0
131289,3,16,9040,1
131290,2,8,11337,1
131291,2,3,12673,0
131292,1,13,8216,0
131293,1,8,12251,1
131294,3,18,3915,0
131295,1,1,4925,0
131296,1,20,11068,0
131297,2,8,10957,1
131298,2,3,13847,0
131299,1,2,12854,1
131300,3,5,7255,1
131301,2,10,7139,0
131302,1,1,4614,0
131303,1,17,4421,1
131304,3,12,12582,1
131305,3,17,4490,0
131306,2,17,4982,1
131307,2,7,11639,0
131308,1,17,3755,1
131309,2,20,3215,1
131310,2,17,6286,1
131311,2,7,9206,1
131312,3,12,13577,0
131313,1,13,6364,1
131314,1,7,3634,0
131315,2,14,5063,0
131316,2,7,11795,0
131317,2,5,3706,0
131318,3,9,12816,1
131319,1,14,3873,0
131320,3,3,11988,0
131321,2,1,10540,1
131322,2,8,3531,0
131323,3,4,7634,0
131324,3,15,13333,1
131325,1,1,2143,0
131326,3,15,11258,0
131327,2,14,6197,1
131328,2,15,4471,0
131329,3,16,8756,1
131330,3,6,9638,0
131331,1,14,6924,0
131332,1,4,12123,0
131333,3,17,5179,1
131334,3,4,7071,1
131335,2,13,5934,1
131336,1,9,6009,0
131337,1,17,7404,1
131338,1,16,4746,1
131339,1,6,7130,0
131340,1,17,4910,0
131341,1,16,4998,0
131342,1,13,13976,0
131343,3,19,11963,0
131344,3,3,14402,1
131345,1,11,14381,1
131346,3,4,9093,0
131347,2,16,11333,0
131348,1,3,12526,1
131349,2,5,5104,0
131350,2,6,6583,0
131351,3,15,3711,0
131352,3,19,2613,0
131353,2,4,9132,1
131354,2,9,9819,0
131355,3,17,9034,0
131356,3,8,11403,1
131357,3,20,10084,1
131358,2,6,10082,0
131359,1,4,13471,0
131360,3,17,14880,0
131361,2,12,6380,0
131362,3,15,7471,0
131363,1,12,3462,0
131364,1,9,9489,0
131365,2,14,7595,1
131366,3,3,7982,1
131367,1,9,14132,1
131368,3,6,2709,1
131369,2,5,8833,1
131370,2,1,13614,0
131371,3,17,4957,0
131372,1,6,2358,0
131373,3,12,14599,1
131374,2,9,13911,0
131375,1,11,7016,1
131376,3,14,11373,0
131377,2,10,8538,1
131378,2,4,11540,0
131379,3,6,4100,0
131380,3,13,2231,1
131381,3,9,12397,0
131382,2,8,8530,0
131383,3,19,4242,0
131384,3,16,2562,0
131385,2,7,13481,1
131386,3,1,12199,0
131387,3,15,14662,1
131388,2,17,14305,0
131389,1,17,13064,0
131390,2,1,7575,1
131391,1,1,8388,1
131392,3,5,4973,1
131393,1,14,7689,0
131394,1,7,9325,1
131395,2,13,14632,0
131396,1,10,8231,0
131397,2,18,11495,0
131398,1,2,12689,1
131399,2,12,14725,0
131400,3,15,7562,0
131401,1,9,9538,0
131402,2,17,11552,1
131403,3,1,11917,1
131404,1,5,8018,1
131405,2,5,3017,1
131406,2,12,4180,1
131407,3,12,4570,0
131408,1,5,11482,0
131409,1,1,6809,0
131410,3,9,12905,0
131411,1,9,2310,0
131412,1,12,2884,0
131413,2,5,5553,1
131414,2,18,7102,1
131415,2,1,13787,1
131416,2,13,10968,1
131417,3,6,3313,1
131418,3,13,5639,0
131419,3,18,10732,0
131420,3,7,13691,1
131421,3,14,5623,1
131422,1,5,4848,1
131423,2,2,10657,1
131424,2,15,4730,1
131425,1,12,5806,0
131426,2,15,2946,1
131427,2,19,2355,0
131428,1,2,4313,1
131429,3,18,8525,1
131430,3,11,3483,1
131431,3,14,7528,1
131432,1,13,9451,0
131433,2,20,2245,0
131434,3,9,3588,0
131435,3,7,13485,1
131436,2,2,2533,1
131437,2,7,6286,0
131438,3,13,12244,1
131439,2,5,8141,1
131440,2,19,14993,1
131441,1,10,2882,1
131442,3,2,4412,1
131443,1,12,4847,1
131444,2,14,4770,1
131445,3,20,2233,0
131446,2,15,5706,0
131447,3,15,11698,1
131448,2,10,9142,0
131449,1,11,13181,1
131450,3,12,3417,1
131451,1,2,5170,0
131452,2,5,9831,1
131453,1,15,4878,0
131454,2,16,4819,1
131455,2,18,12599,0
131456,2,20,2119,0
131457,1,4,2516,1
131458,1,7,5376,0
131459,1,2,3757,0
131460,1,2,5788,0
131461,1,9,4988,1
131462,1,3,4825,1
131463,3,4,13974,1
131464,2,10,8295,1
131465,2,8,4044,1
131466,1,13,11538,0
131467,3,14,9072,1
131468,2,20,6554,1
131469,3,11,12458,0
131470,3,2,14356,1
131471,2,16,7420,1
131472,2,7,3803,0
131473,1,17,8493,0
131474,1,17,6005,0
131475,3,19,13634,0
131476,1,1,5818,0
131477,3,1,12912,0
131478,2,13,4056,0
131479,1,2,10986,0
131480,3,13,11209,1
131481,3,5,6692,1
131482,1,13,13807,0
131483,1,19,10409,1
131484,1,3,5441,1
131485,1,7,13103,0
131486,1,2,8389,0
131487,1,16,14135,0
131488,3,18,3604,1
131489,2,11,9454,0
131490,3,10,7469,1
131491,2,17,14735,1
131492,2,9,9828,0
131493,2,20,14370,1
131494,1,20,7259,0
131495,3,14,11140,0
131496,2,14,4514,1
131497,2,6,11478,1
131498,1,19,10151,0
131499,1,8,10480,0
131500,2,20,9424,1
131501,1,10,4841,0
131502,3,7,10730,1
131503,2,9,12354,0
131504,2,12,13698,0
131505,2,1,9394,1
131506,2,2,9168,1
131507,1,15,10935,0
131508,1,12,11429,1
131509,2,18,8683,0
131510,3,3,2458,0
131511,3,19,10331,0
131512,3,12,11833,1
131513,2,13,2861,1
131514,1,6,10286,0
131515,1,11,2918,0
131516,2,6,12341,0
131517,1,4,2343,0
131518,1,4,5716,1
131519,2,14,13388,0
131520,2,19,11125,1
131521,2,5,12288,1
131522,3,7,5849,0
131523,1,4,5297,1
131524,3,1,2228,0
131525,1,16,11832,1
131526,2,15,12051,0
131527,3,2,10042,1
131528,1,14,7604,1
131529,3,20,11919,1
131530,1,15,6604,0
131531,3,13,12830,0
131532,3,10,8232,0
131533,3,1,4726,1
131534,2,9,4207,1
131535,3,6,4935,1
131536,2,8,14259,1
131537,2,7,3897,0
131538,2,16,6616,1
131539,2,7,14921,0
131540,2,12,11628,0
131541,3,10,13985,0
131542,1,17,5668,0
131543,3,5,13492,0
131544,1,8,7589,0
131545,1,7,12989,1
131546,2,3,4852,1
131547,3,18,5263,0
131548,1,16,13236,1
131549,1,17,12815,0
131550,1,18,12222,0
131551,2,8,8421,1
131552,3,12,5618,1
131553,3,7,7826,1
131554,2,3,13714,1
131555,3,12,11139,0
131556,1,16,9354,1
131557,3,20,4447,1
131558,2,10,8334,1
131559,2,19,5566,1
131560,1,14,7233,0
131561,3,19,13379,1
131562,1,8,3532,0
131563,1,1,3068,1
131564,3,2,10060,0
131565,1,4,7929,0
131566,3,3,11300,0
131567,3,10,3159,1
131568,1,3,7277,0
131569,1,16,8073,0
131570,3,15,6725,0
131571,3,14,10231,0
131572,2,10,4672,1
131573,1,14,5907,1
131574,2,10,10988,1
131575,2,8,12617,0
131576,2,16,5984,1
131577,1,1,5354,1
131578,2,5,3888,1
131579,2,11,7800,0
131580,1,20,13626,0
131581,1,15,14928,1
131582,1,1,7468,1
131583,1,9,4333,1
131584,2,17,3986,0
131585,1,1,8193,0
131586,2,20,5174,0
131587,3,11,5268,1
131588,1,8,8841,1
131589,3,19,14552,1
131590,1,9,7198,1
131591,1,16,12638,1
131592,3,11,4455,0
131593,3,11,6990,1
131594,3,3,5808,1
131595,3,1,14217,1
131596,1,6,9829,1
131597,3,8,10333,1
131598,2,20,4020,0
131599,2,14,10333,1
131600,3,19,9399,1
131601,3,8,13815,0
131602,1,12,9567,1
131603,2,6,11331,1
131604,3,10,2762,1
131605,3,11,14230,1
131606,3,12,10603,1
131607,3,14,2129,1
131608,2,18,9179,1
131609,2,1,4044,1
131610,3,15,13715,0
131611,2,7,14099,1
131612,1,2,7842,0
131613,2,8,12111,0
131614,2,18,9914,1
131615,3,12,11344,0
131616,2,12,13353,0
131617,3,6,11886,1
131618,1,8,11307,1
131619,3,5,3087,1
131620,1,17,6057,0
131621,1,13,3953,1
131622,1,10,13420,0
131623,3,11,9795,1
131624,3,7,14906,0
131625,2,12,10548,1
131626,1,1,12299,1
131627,1,13,8524,0
131628,3,13,13785,0
131629,3,10,14892,0
131630,2,2,2831,1
131631,1,12,10578,0
131632,3,9,9151,1
131633,3,16,8907,0
131634,2,18,8313,0
131635,1,14,14373,1
131636,1,9,12225,1
131637,3,14,13143,1
131638,2,18,7251,1
131639,3,5,2468,1
131640,3,5,8973,0
131641,2,10,4469,0
131642,1,7,13926,1
131643,3,7,4701,0
131644,2,7,5542,0
131645,3,12,5531,1
131646,3,5,8361,0
131647,1,9,5819,1
131648,2,12,9010,1
131649,2,18,13913,1
131650,3,19,7114,0
131651,2,6,11716,1
131652,3,14,12989,1
131653,1,9,14307,1
131654,3,16,2410,0
131655,1,7,8754,1
131656,3,11,2164,0
131657,1,1,13009,1
131658,3,12,2352,0
131659,3,12,3157,0
131660,2,8,8360,0
131661,1,5,13175,1
131662,3,3,6524,0
131663,1,7,7030,1
131664,2,13,10548,0
131665,3,19,5610,1
131666,1,13,11300,1
131667,1,7,14931,0
131668,3,7,10338,1
131669,3,7,5081,0
131670,2,10,11274,1
131671,1,8,6055,1
131672,1,16,4860,0
131673,3,20,2805,1
131674,2,20,12268,1
131675,3,8,7629,0
131676,2,14,12051,0
131677,3,17,14282,0
131678,2,20,7259,1
131679,3,7,6032,1
131680,3,17,12480,1
131681,1,1,3559,1
131682,1,12,7292,1
131683,3,1,10987,1
131684,3,8,3531,0
131685,1,17,4065,1
131686,1,17,8384,0
131687,2,20,10134,0
131688,1,2,2441,1
131689,2,6,8589,1
131690,2,8,7049,1
131691,1,19,12890,1
131692,3,13,12183,1
131693,2,15,3876,1
131694,2,9,12123,1
131695,1,4,12474,0
131696,3,3,3292,1
131697,3,2,5063,0
131698,3,3,13797,1
131699,2,2,4640,1
131700,3,10,12370,1
131701,2,13,13278,0
131702,1,17,8500,0
131703,1,14,12697,1
131704,1,7,9694,1
131705,1,15,3822,0
131706,2,15,10411,1
131707,2,20,7448,1
131708,2,19,8300,0
131709,3,15,10979,0
131710,3,6,9227,0
131711,3,20,13356,0
131712,1,17,2837,1
131713,3,15,5489,1
131714,3,18,12196,0
131715,2,8,13730,0
131716,1,2,9872,0
131717,2,20,6698,0
131718,1,5,14668,0
131719,1,14,5888,1
131720,2,12,3092,1
131721,1,20,8539,0
131722,3,13,8212,1
131723,1,19,12488,1
131724,2,2,7992,0
131725,1,11,4409,0
131726,1,10,9309,0
131727,3,6,14026,0
131728,2,3,6487,1
131729,1,7,9630,0
131730,2,2,2578,1
131731,2,20,4905,1
131732,1,7,11340,0
131733,1,14,13912,0
131734,2,16,12172,0
131735,2,15,5081,1
131736,3,3,9637,0
131737,2,15,5153,0
131738,1,9,11221,1
131739,3,7,12556,0
131740,1,3,6911,1
131741,1,9,9415,0
131742,1,8,14256,1
131743,3,14,6703,1
131744,1,16,9266,0
131745,1,12,6582,1
131746,1,18,9174,0
131747,3,10,3365,0
131748,2,12,5712,1
131749,3,5,6417,1
131750,1,4,8017,0
131751,2,2,10047,1
131752,2,11,12158,0
131753,2,9,5331,1
131754,3,15,7465,0
131755,1,5,10212,1
131756,3,7,11252,0
131757,2,12,9047,1
131758,2,19,8102,0
131759,2,15,9386,1
131760,1,9,2350,0
131761,2,6,8668,1
131762,1,12,14449,1
131763,2,8,14052,0
131764,3,2,14828,1
131765,1,12,5963,0
131766,2,4,5110,0
131767,1,20,5276,0
131768,3,10,9932,0
131769,1,10,4412,0
131770,1,17,7858,0
131771,3,7,9804,1
131772,3,12,2951,1
131773,2,8,11767,0
131774,2,18,13939,1
131775,3,1,10311,1
131776,2,8,9629,1
131777,3,3,13874,0
131778,1,13,12287,0
131779,2,14,8260,0
131780,1,12,14029,1
131781,3,7,10266,0
131782,3,5,10821,0
131783,2,18,13093,0
131784,3,11,12519,1
131785,3,10,14050,0
131786,1,12,10105,1
131787,1,7,11749,1
131788,3,18,2478,0
131789,2,6,9797,0
131790,3,12,13474,0
131791,2,9,3638,0
131792,2,16,2345,0
131793,1,10,14074,0
131794,1,12,14700,0
131795,3,18,4703,0
131796,2,14,13103,0
131797,2,13,10627,1
131798,3,8,5106,0
131799,1,20,5767,0
131800,1,2,3160,1
131801,3,5,3534,0
131802,3,5,12735,1
131803,1,3,5434,1
131804,2,18,3211,1
131805,2,10,8437,1
131806,3,9,4328,0
131807,3,4,7142,0
131808,1,2,2398,1
131809,3,7,2355,0
131810,3,14,2414,0
131811,2,1,5068,0
131812,1,20,12479,1
131813,2,8,14126,1
131814,3,9,3213,0
131815,3,5,8477,0
131816,2,19,2806,1
131817,2,1,2650,0
131818,1,13,4221,0
131819,3,8,5501,0
131820,3,15,14823,1
131821,1,20,14201,0
131822,2,17,8079,0
131823,3,9,3551,1
131824,3,10,13186,0
131825,3,16,7533,0
131826,3,13,10398,0
131827,3,13,3728,0
131828,2,15,12945,1
131829,1,20,8390,0
131830,1,14,5894,1
131831,1,13,4138,0
131832,2,19,8548,1
131833,1,4,2429,0
131834,3,7,12244,1
131835,3,7,14442,1
131836,1,2,2752,0
131837,3,6,10257,1
131838,1,4,10695,1
131839,1,14,7829,0
131840,2,11,14049,0
131841,2,3,4600,0
131842,2,11,14821,1
131843,1,3,6273,1
131844,3,20,6077,1
131845,3,12,8248,1
131846,2,11,12861,0
131847,2,2,11623,1
131848,3,12,3050,1
131849,2,20,2761,1
131850,3,15,3685,1
131851,3,19,2134,0
131852,2,20,2405,0
131853,2,14,5508,0
131854,3,8,4626,1
131855,3,9,10253,1
131856,1,12,14545,1
131857,3,19,6918,0
131858,1,6,5788,1
131859,2,15,12235,1
131860,3,13,11425,1
131861,3,9,10923,1
131862,2,7,8305,0
131863,2,11,14979,1
131864,1,6,11522,1
131865,1,10,3814,0
131866,3,19,11108,0
131867,3,18,4613,1
131868,1,15,13560,0
131869,3,2,4262,0
131870,3,17,8912,0
131871,1,10,8578,0
131872,2,13,6057,0
131873,2,11,7333,1
131874,2,13,9595,0
131875,2,15,5098,1
131876,3,12,12904,0
131877,2,3,5547,0
131878,2,20,14593,0
131879,2,3,8096,1
131880,1,20,13271,0
131881,1,6,12309,0
131882,2,12,11532,0
131883,2,9,10150,1
131884,1,3,9434,0
131885,3,10,3216,0
131886,2,15,3773,1
131887,1,1,11091,0
131888,2,13,10894,0
131889,3,7,8341,0
131890,2,2,3014,0
131891,2,3,4666,1
131892,1,2,2468,0
131893,3,2,10990,1
131894,3,14,13237,0
131895,3,16,6382,1
131896,3,20,14778,0
131897,3,9,2898,1
131898,2,13,5837,1
131899,2,16,2694,0
131900,3,11,7662,0
131901,2,1,8177,0
131902,3,2,6711,1
131903,3,7,3418,1
131904,3,8,11930,0
131905,3,18,7339,1
131906,1,20,3378,1
131907,2,18,2474,1
131908,2,4,12691,0
131909,2,13,2931,0
131910,3,14,12096,1
131911,3,20,11655,0
131912,1,20,5755,0
131913,1,20,6270,1
131914,2,10,7339,0
131915,2,3,6451,0
131916,3,13,10861,1
131917,1,11,7818,0
131918,2,2,13039,1
131919,2,20,5364,0
131920,1,6,10518,1
131921,2,16,14295,1
131922,3,20,3807,1
131923,3,6,7904,0
131924,1,16,2464,0
131925,1,9,4210,1
131926,3,6,6818,1
131927,3,10,9418,0
131928,3,1,6184,0
131929,2,7,5787,1
131930,2,9,13187,1
131931,2,9,3459,1
131932,1,9,11409,0
131933,3,6,14421,0
131934,1,10,14569,0
131935,3,10,13934,0
131936,2,12,14341,0
131937,3,10,11356,1
131938,1,17,2388,0
131939,2,8,13312,0
131940,3,16,11504,0
131941,3,15,8477,0
131942,3,9,4307,0
131943,3,13,13028,0
131944,3,3,10255,0
131945,2,16,12163,1
131946,3,4,12185,0
131947,1,20,5001,0
131948,2,20,2832,0
131949,3,16,5642,1
131950,3,10,10628,0
131951,3,4,8151,1
131952,1,6,5209,0
131953,2,1,7830,0
131954,2,6,8364,0
131955,2,20,7255,0
131956,3,7,14614,1
131957,1,15,4703,1
131958,2,1,11458,1
131959,2,18,14280,0
131960,1,8,6464,0
131961,2,10,10077,0
131962,2,8,13380,0
131963,3,13,2206,1
131964,2,12,13475,1
131965,3,1,9559,0
131966,2,5,4193,1
131967,3,5,6443,1
131968,3,4,6081,0
131969,1,3,11156,1
131970,3,20,2880,1
131971,3,13,14926,1
131972,3,18,9603,1
131973,3,20,11551,0
131974,2,12,7234,0
131975,3,11,10175,1
131976,2,3,3806,1
131977,1,14,5790,1
131978,2,3,8775,1
131979,3,3,12198,1
131980,3,7,14164,0
131981,3,7,5349,0
131982,2,14,4651,1
131983,2,6,8916,1
131984,3,6,14694,0
131985,2,1,4284,1
131986,2,10,10418,1
131987,2,5,8122,0
131988,3,13,9575,0
131989,3,7,4708,0
131990,1,16,4924,0
131991,3,6,12031,0
131992,2,5,11733,0
131993,3,9,5823,1
131994,2,13,3162,1
131995,1,7,5525,1
131996,3,7,14343,0
131997,3,16,8557,0
131998,1,13,11423,1
131999,2,7,13300,1
132000,1,15,11357,0
132001,1,10,12961,0
132002,2,12,4812,1
132003,1,17,3073,0
132004,1,19,10583,1
132005,1,1,2699,1
132006,2,12,9919,0
132007,1,2,13092,0
132008,3,4,12331,0
132009,1,18,9573,0
132010,2,11,5867,1
132011,2,14,3760,0
132012,3,8,8796,1
132013,1,13,10201,1
132014,1,1,11669,0
132015,1,11,4060,1
132016,3,4,5246,0
132017,2,17,2232,1
132018,1,13,3140,0
132019,1,7,6764,0
132020,3,7,5531,0
132021,2,8,6711,1
132022,1,11,4713,1
132023,1,18,14784,0
132024,1,7,2581,0
132025,3,2,4793,1
132026,3,19,5058,0
132027,3,9,8806,1
132028,1,2,6333,0
132029,1,5,12506,0
132030,2,9,6699,1
132031,1,4,12476,0
132032,3,6,7547,0
132033,1,17,3978,1
132034,3,17,9881,0
132035,3,3,2531,1
132036,3,3,7544,1
132037,1,18,7251,1
132038,3,4,9781,1
132039,2,3,12381,1
132040,1,8,2675,1
132041,3,12,11011,0
132042,2,11,5260,1
132043,1,13,14951,1
132044,2,4,13707,1
132045,3,20,5873,1
132046,3,20,3656,1
132047,2,13,12038,0
132048,3,17,12336,1
132049,1,7,14855,1
132050,3,4,7211,1
132051,2,15,14400,1
132052,3,4,7866,1
132053,3,17,6735,1
132054,2,20,7588,0
132055,2,7,9463,1
132056,3,7,14086,0
132057,1,6,5909,1
132058,3,15,12992,0
132059,3,5,6848,0
132060,1,15,11178,1
132061,2,17,14529,1
132062,2,8,7658,0
132063,3,10,14766,1
132064,3,8,14654,0
132065,3,18,2133,0
132066,2,15,8869,0
132067,1,8,2817,0
132068,2,11,13006,0
132069,3,17,2884,1
132070,2,17,12919,0
132071,1,8,7407,0
132072,1,9,8675,0
132073,3,12,11795,1
132074,3,11,2941,1
132075,2,13,6028,1
132076,1,12,13949,1
132077,3,12,9823,0
132078,3,2,6408,1
132079,1,4,5871,1
132080,1,15,12819,1
132081,2,4,8945,1
132082,3,9,9953,0
132083,1,5,2282,1
132084,1,4,9057,1
132085,1,10,3585,1
132086,1,15,6773,0
132087,3,16,11124,0
132088,1,6,11282,0
132089,2,7,3555,1
132090,2,16,5476,0
132091,2,1,2571,1
132092,1,17,9237,1
132093,2,16,6983,1
132094,1,3,2396,1
132095,2,20,6351,0
132096,3,2,13366,1
132097,2,13,11222,0
132098,3,20,9195,1
132099,3,17,9980,0
132100,3,11,4077,1
132101,2,10,5707,0
132102,2,1,14473,1
132103,3,5,13255,0
132104,2,9,7352,0
132105,3,15,11394,1
132106,3,8,4773,0
132107,3,17,2153,1
132108,2,2,12395,0
132109,2,12,5994,1
132110,1,18,7872,0
132111,3,10,8545,0
132112,3,16,2569,1
132113,1,2,2993,0
132114,3,19,13625,0
132115,3,14,7638,0
132116,1,3,2676,1
132117,3,12,13813,0
132118,1,7,13306,1
132119,1,6,5955,0
132120,3,19,3465,1
132121,2,10,10062,0
132122,3,17,10409,1
132123,1,7,10525,1
132124,1,9,7900,1
132125,3,16,9207,0
132126,1,3,4263,0
132127,1,5,8126,0
132128,2,1,3569,0
132129,1,15,7065,0
132130,1,8,8952,1
132131,2,14,11834,0
132132,1,11,3244,0
132133,3,15,9134,0
132134,1,2,9499,0
132135,1,20,6111,0
132136,1,7,12519,1
132137,2,8,13780,1
132138,3,10,3896,0
132139,2,2,14206,1
132140,1,4,8126,1
132141,2,3,8528,0
132142,1,12,10585,1
132143,2,17,4417,0
132144,2,13,11335,0
132145,3,5,14632,0
132146,3,10,7405,1
132147,3,18,13953,0
132148,3,14,8836,1
132149,2,19,13222,0
132150,3,7,3178,0
132151,3,18,2246,0
132152,2,16,2872,1
132153,3,20,2744,1
132154,2,20,10226,0
132155,1,8,7794,1
132156,3,11,7581,1
132157,2,13,8652,0
132158,1,15,3219,0
132159,2,8,6728,0
132160,1,13,5460,1
132161,3,5,7728,0
132162,3,5,10275,1
132163,3,19,9233,0
132164,2,15,4893,0
132165,3,3,4986,0
132166,1,17,10797,1
132167,3,7,3180,1
132168,2,20,6013,1
132169,2,2,4755,0
132170,3,10,13538,1
132171,3,2,5844,0
132172,2,19,7086,1
132173,3,4,2917,1
132174,1,20,6700,0
132175,1,12,8683,1
132176,2,6,3133,0
132177,3,9,3830,1
132178,1,4,6169,0
132179,2,3,4509,0
132180,1,3,2808,1
132181,1,17,8449,1
132182,1,20,14887,1
132183,1,20,14966,1
132184,1,10,2396,1
132185,2,17,6942,1
132186,1,13,13752,1
132187,2,14,14929,1
132188,3,7,3601,1
132189,2,2,14450,1
132190,3,18,5201,0
132191,1,4,7688,1
132192,1,2,10038,0
132193,3,20,5308,0
132194,2,7,2606,0
132195,1,2,4947,0
132196,2,9,4810,1
132197,3,15,11382,0
132198,2,7,2154,1
132199,3,20,5378,1
132200,3,12,11170,0
132201,1,3,6589,0
132202,1,2,2743,1
132203,2,19,12259,0
132204,2,8,3409,0
132205,1,14,8971,0
132206,1,7,13344,1
132207,1,7,10528,1
132208,3,10,3760,0
132209,3,3,9948,1
132210,2,18,11206,0
132211,3,3,5902,1
132212,1,8,10840,1
132213,3,2,7147,0
132214,3,11,11012,1
132215,1,6,2231,0
132216,3,4,8979,0
132217,2,1,8992,1
132218,1,13,9616,1
132219,1,8,13426,0
132220,3,7,11968,0
132221,2,11,6308,0
132222,2,2,9039,1
132223,2,15,4433,1
132224,1,5,5614,0
132225,3,15,2664,1
132226,2,10,5315,0
132227,2,19,11551,1
132228,1,10,8014,0
132229,1,19,8666,1
132230,3,1,4838,0
132231,3,17,13771,1
132232,3,7,5302,1
132233,3,4,2522,0
132234,3,15,5735,1
132235,3,18,12080,1
132236,1,13,10749,0
132237,2,6,7432,1
132238,1,20,6963,0
132239,2,10,14951,1
132240,1,20,9304,1
132241,3,11,8475,0
132242,3,7,9940,1
132243,1,9,9229,1
132244,3,12,14208,0
132245,2,3,10285,0
132246,2,2,11517,1
132247,2,6,8318,1
